UNITID,XLINE_10,LINE_10,XLINE_45,LINE_45,XLINE_50,LINE_50,XLINE_55,LINE_55,XLINE_11,LINE_11,XLINE_30,LINE_30,XLINE_51,LINE_51,XLINE_52,LINE_52,XPGLIN10,PGLIN10,XPGLIN45,PGLIN45,XPGLIN50,PGLIN50,XPGLIN11,PGLIN11,XSSLIN10,SSLIN10,XSSLIN45,SSLIN45,XSSLIN50,SSLIN50,XSSLIN11,SSLIN11,XNRLIN10,NRLIN10,XNRLIN45,NRLIN45,XNRLIN50,NRLIN50,XNRLIN11,NRLIN11 
101277,"R",71,"R",0,"R",71,"R",27,"R",56,"R",0,"R",0,"R",15,"R",59,"Z",0,"R",59,"R",49,"R",3,"Z",0,"R",3,"R",3,"R",9,"Z",0,"R",9,"R",4
102711,"R",189,"R",0,"R",189,"R",181,"R",181,"R",0,"R",0,"R",8,"R",68,"Z",0,"R",68,"R",68,"R",44,"Z",0,"R",44,"R",44,"R",77,"Z",0,"R",77,"R",69
103741,"R",40,"R",0,"R",40,"R",0,"R",23,"R",0,"R",2,"R",15,"R",34,"Z",0,"R",34,"R",20,"R",4,"Z",0,"R",4,"R",2,"R",2,"Z",0,"R",2,"R",1
103954,"R",14,"R",0,"R",14,"R",4,"R",8,"R",0,"R",0,"R",6,"R",14,"Z",0,"R",14,"R",8,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
103963,"R",499,"R",0,"R",499,"R",206,"R",238,"R",0,"R",40,"R",221,"R",264,"Z",0,"R",264,"R",149,"R",39,"Z",0,"R",39,"R",33,"R",196,"Z",0,"R",196,"R",56
104391,"R",41,"R",1,"R",40,"R",8,"R",28,"R",0,"R",0,"R",12,"R",24,"R",0,"R",24,"R",24,"R",3,"R",0,"R",3,"R",3,"R",14,"R",1,"R",13,"R",1
104434,"R",16,"R",0,"R",16,"R",0,"R",11,"R",0,"R",0,"R",5,"R",12,"Z",0,"R",12,"R",8,"R",1,"Z",0,"R",1,"R",1,"R",3,"Z",0,"R",3,"R",2
104443,"R",23,"R",0,"R",23,"R",0,"R",7,"R",0,"R",0,"R",16,"R",21,"Z",0,"R",21,"R",6,"R",2,"Z",0,"R",2,"R",1,"R",0,"Z",0,"R",0,"R",0
104568,"R",120,"R",0,"R",120,"R",79,"R",86,"R",0,"R",34,"R",0,"R",82,"Z",0,"R",82,"R",68,"R",9,"Z",0,"R",9,"R",8,"R",29,"Z",0,"R",29,"R",10
105215,"R",467,"R",3,"R",464,"R",183,"R",321,"R",3,"R",0,"R",140,"R",286,"R",3,"R",283,"R",178,"R",93,"R",0,"R",93,"R",68,"R",88,"R",0,"R",88,"R",75
105677,"R",19,"R",0,"R",19,"R",18,"R",18,"R",0,"R",0,"R",1,"R",6,"Z",0,"R",6,"R",6,"R",6,"Z",0,"R",6,"R",6,"R",7,"Z",0,"R",7,"R",6
106111,"R",52,"R",0,"R",52,"R",0,"R",25,"R",0,"R",0,"R",27,"R",51,"Z",0,"R",51,"R",24,"R",1,"Z",0,"R",1,"R",1,"R",0,"Z",0,"R",0,"R",0
106315,"R",3,"R",0,"R",3,"R",1,"R",3,"R",0,"R",0,"R",0,"R",3,"Z",0,"R",3,"R",3,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
106324,"R",28,"R",0,"R",28,"R",2,"R",18,"R",0,"R",0,"R",10,"R",12,"Z",0,"R",12,"R",12,"R",3,"Z",0,"R",3,"R",3,"R",13,"Z",0,"R",13,"R",3
106351,"R",4,"R",0,"R",4,"R",3,"R",3,"R",0,"Z",0,"R",1,"R",1,"Z",0,"R",1,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",3,"Z",0,"R",3,"R",3
106360,"R",27,"R",0,"R",27,"R",1,"R",13,"R",0,"R",7,"R",7,"R",25,"Z",0,"R",25,"R",12,"R",0,"Z",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",1
106494,"R",34,"R",0,"R",34,"R",4,"R",16,"R",0,"R",15,"R",3,"R",25,"Z",0,"R",25,"R",10,"R",3,"Z",0,"R",3,"R",2,"R",6,"Z",0,"R",6,"R",4
106892,"R",274,"Z",0,"R",274,"R",134,"R",189,"Z",0,"Z",0,"R",85,"R",232,"Z",0,"R",232,"R",162,"R",32,"Z",0,"R",32,"R",19,"R",10,"Z",0,"R",10,"R",8
106908,"R",148,"R",0,"R",148,"R",17,"R",98,"Z",0,"Z",0,"R",50,"R",113,"Z",0,"R",113,"R",66,"R",25,"Z",0,"R",25,"R",23,"R",10,"Z",0,"R",10,"R",9
107099,"R",8,"R",0,"R",8,"R",5,"R",5,"R",0,"R",0,"R",3,"R",7,"Z",0,"R",7,"R",4,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1
107220,"R",255,"R",0,"R",255,"R",89,"R",163,"R",3,"R",0,"R",89,"R",202,"Z",0,"R",202,"R",118,"R",23,"Z",0,"R",23,"R",15,"R",30,"Z",0,"R",30,"R",30
107293,"R",31,"R",0,"R",31,"R",1,"R",11,"R",4,"R",2,"R",14,"R",31,"Z",0,"R",31,"R",11,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
107442,"R",23,"R",0,"R",23,"R",3,"R",18,"R",0,"R",0,"R",5,"R",22,"Z",0,"R",22,"R",18,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",0
107488,"R",231,"R",2,"R",229,"R",40,"R",150,"R",5,"R",50,"R",24,"R",71,"R",1,"R",70,"R",66,"R",0,"R",0,"R",0,"R",0,"R",160,"R",1,"R",159,"R",84
107655,"R",5,"R",0,"R",5,"R",2,"R",3,"R",0,"R",0,"R",2,"R",5,"Z",0,"R",5,"R",3,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
107789,"R",41,"R",0,"R",41,"R",4,"R",32,"R",0,"R",0,"R",9,"R",28,"Z",0,"R",28,"R",20,"R",9,"Z",0,"R",9,"R",8,"R",4,"Z",0,"R",4,"R",4
107831,"R",28,"R",0,"R",28,"R",2,"R",8,"R",0,"R",0,"R",20,"R",25,"Z",0,"R",25,"R",7,"R",2,"Z",0,"R",2,"R",0,"R",1,"Z",0,"R",1,"R",1
108065,"R",21,"R",0,"R",21,"R",15,"R",17,"R",0,"R",0,"R",4,"R",21,"Z",0,"R",21,"R",17,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
108649,"R",67,"R",0,"R",67,"R",38,"R",45,"R",0,"R",0,"R",22,"R",36,"Z",0,"R",36,"R",16,"R",5,"Z",0,"R",5,"R",3,"R",26,"Z",0,"R",26,"R",26
108977,"R",32,"R",1,"R",31,"R",13,"R",15,"R",0,"R",0,"R",16,"R",10,"R",0,"R",10,"R",9,"R",1,"R",0,"R",1,"R",0,"R",21,"R",1,"R",20,"R",6
109721,"R",461,"R",0,"R",461,"R",180,"R",241,"R",0,"R",0,"R",220,"R",387,"Z",0,"R",387,"R",235,"R",8,"Z",0,"R",8,"R",0,"R",66,"Z",0,"R",66,"R",6
109730,"R",113,"R",0,"R",113,"R",78,"R",81,"R",0,"R",0,"R",32,"R",113,"Z",0,"R",113,"R",81,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
110194,"R",224,"R",1,"R",223,"R",175,"R",189,"R",0,"R",0,"R",34,"R",178,"R",1,"R",177,"R",146,"R",27,"R",0,"R",27,"R",27,"R",19,"R",0,"R",19,"R",16
110875,"R",34,"R",0,"R",34,"R",9,"R",25,"R",0,"R",0,"R",9,"R",25,"Z",0,"R",25,"R",17,"R",5,"Z",0,"R",5,"R",5,"R",4,"Z",0,"R",4,"R",3
111054,"R",74,"R",1,"R",73,"R",4,"R",47,"R",9,"R",0,"R",17,"R",50,"R",1,"R",49,"R",29,"R",9,"R",0,"R",9,"R",5,"R",15,"R",0,"R",15,"R",13
111513,"R",59,"R",0,"R",59,"R",40,"R",47,"R",0,"R",0,"R",12,"R",28,"Z",0,"R",28,"R",20,"R",6,"Z",0,"R",6,"R",5,"R",25,"Z",0,"R",25,"R",22
111708,"R",161,"R",1,"R",160,"R",17,"R",109,"R",0,"R",1,"R",50,"R",103,"R",1,"R",102,"R",65,"R",5,"R",0,"R",5,"R",4,"R",53,"R",0,"R",53,"R",40
111717,"R",188,"Z",0,"R",188,"R",20,"R",134,"Z",0,"R",1,"R",53,"R",128,"Z",0,"R",128,"R",94,"R",13,"Z",0,"R",13,"R",9,"R",47,"Z",0,"R",47,"R",31
111726,"R",184,"R",0,"R",184,"R",10,"R",154,"R",0,"R",0,"R",30,"R",121,"Z",0,"R",121,"R",107,"R",0,"Z",0,"R",0,"R",0,"R",63,"Z",0,"R",63,"R",47
111744,"R",131,"R",0,"R",131,"R",15,"R",83,"Z",0,"Z",0,"R",48,"R",118,"Z",0,"R",118,"R",81,"R",2,"Z",0,"R",2,"R",0,"R",11,"Z",0,"R",11,"R",2
111762,"R",89,"R",0,"R",89,"R",3,"R",63,"R",0,"R",1,"R",25,"R",29,"Z",0,"R",29,"R",26,"R",1,"Z",0,"R",1,"R",0,"R",59,"Z",0,"R",59,"R",37
111799,"R",69,"Z",0,"R",69,"R",1,"R",47,"Z",0,"Z",0,"R",22,"R",26,"Z",0,"R",26,"R",18,"R",1,"Z",0,"R",1,"R",1,"R",42,"Z",0,"R",42,"R",28
112181,"R",95,"R",0,"R",95,"R",13,"R",71,"R",0,"R",0,"R",24,"R",53,"Z",0,"R",53,"R",38,"R",9,"Z",0,"R",9,"R",9,"R",33,"Z",0,"R",33,"R",24
112288,"R",350,"R",0,"R",350,"R",100,"R",276,"R",0,"R",1,"R",73,"R",279,"Z",0,"R",279,"R",212,"R",8,"Z",0,"R",8,"R",7,"R",63,"Z",0,"R",63,"R",57
112367,"R",418,"R",0,"R",418,"R",287,"R",287,"R",0,"Z",0,"R",131,"R",144,"Z",0,"R",144,"R",144,"R",0,"Z",0,"R",0,"R",0,"R",274,"Z",0,"R",274,"R",143
112455,"R",30,"R",0,"R",30,"R",3,"R",19,"R",0,"R",0,"R",11,"R",21,"Z",0,"R",21,"R",12,"R",4,"Z",0,"R",4,"R",4,"R",5,"Z",0,"R",5,"R",3
113449,"R",84,"R",0,"R",84,"R",21,"R",62,"R",0,"R",0,"R",22,"R",69,"Z",0,"R",69,"R",51,"R",5,"Z",0,"R",5,"R",4,"R",10,"Z",0,"R",10,"R",7
114044,"R",170,"R",0,"R",170,"R",53,"R",88,"R",0,"R",1,"R",81,"R",119,"Z",0,"R",119,"R",63,"R",15,"Z",0,"R",15,"R",13,"R",36,"Z",0,"R",36,"R",12
114460,"R",74,"R",0,"R",74,"R",7,"R",58,"R",0,"R",0,"R",16,"R",42,"Z",0,"R",42,"R",27,"R",10,"Z",0,"R",10,"R",10,"R",22,"Z",0,"R",22,"R",21
114637,"R",10,"Z",0,"R",10,"R",2,"R",8,"Z",0,"Z",0,"R",2,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",10,"Z",0,"R",10,"R",8
114761,"R",33,"R",0,"R",33,"R",5,"R",21,"R",0,"R",1,"R",11,"R",20,"Z",0,"R",20,"R",10,"R",0,"Z",0,"R",0,"R",0,"R",13,"Z",0,"R",13,"R",11
114947,"R",218,"R",0,"R",218,"R",189,"R",203,"R",0,"R",0,"R",15,"R",25,"Z",0,"R",25,"R",24,"R",13,"Z",0,"R",13,"R",13,"R",180,"Z",0,"R",180,"R",166
115357,"R",42,"Z",0,"R",42,"R",6,"R",22,"Z",0,"Z",0,"R",20,"R",33,"Z",0,"R",33,"R",15,"R",3,"Z",0,"R",3,"R",2,"R",6,"Z",0,"R",6,"R",5
115658,"R",7,"Z",0,"R",7,"Z",0,"R",4,"Z",0,"Z",0,"R",3,"R",4,"Z",0,"R",4,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",3,"Z",0,"R",3,"R",3
116350,"R",80,"Z",0,"R",80,"R",6,"R",51,"Z",0,"Z",0,"R",29,"R",37,"Z",0,"R",37,"R",25,"R",13,"Z",0,"R",13,"R",9,"R",30,"Z",0,"R",30,"R",17
117238,"R",56,"R",0,"R",56,"R",38,"R",48,"R",0,"R",0,"R",8,"R",42,"Z",0,"R",42,"R",37,"R",9,"Z",0,"R",9,"R",9,"R",5,"Z",0,"R",5,"R",2
117955,"R",133,"R",0,"R",133,"R",10,"R",90,"R",0,"R",0,"R",43,"R",94,"Z",0,"R",94,"R",59,"R",12,"Z",0,"R",12,"R",9,"R",27,"Z",0,"R",27,"R",22
118134,"R",19,"R",0,"R",19,"R",3,"R",15,"R",0,"R",0,"R",4,"R",9,"Z",0,"R",9,"R",6,"R",0,"Z",0,"R",0,"R",0,"R",10,"Z",0,"R",10,"R",9
118143,"R",15,"R",0,"R",15,"R",0,"R",6,"R",0,"R",0,"R",9,"R",11,"Z",0,"R",11,"R",5,"R",1,"Z",0,"R",1,"R",0,"R",3,"Z",0,"R",3,"R",1
118161,"R",38,"R",0,"R",38,"R",5,"R",29,"R",0,"R",0,"R",9,"R",23,"Z",0,"R",23,"R",18,"R",7,"Z",0,"R",7,"R",6,"R",8,"Z",0,"R",8,"R",5
118958,"R",13,"Z",0,"R",13,"Z",0,"R",8,"Z",0,"Z",0,"R",5,"R",10,"Z",0,"R",10,"R",7,"R",0,"Z",0,"R",0,"R",0,"R",3,"Z",0,"R",3,"R",1
118994,"R",117,"R",0,"R",117,"R",6,"R",74,"R",4,"R",0,"R",39,"R",102,"Z",0,"R",102,"R",64,"R",10,"Z",0,"R",10,"R",8,"R",5,"Z",0,"R",5,"R",2
119553,"R",217,"R",0,"R",217,"R",147,"R",150,"Z",0,"Z",0,"R",67,"R",159,"Z",0,"R",159,"R",111,"R",22,"Z",0,"R",22,"R",17,"R",36,"Z",0,"R",36,"R",22
119845,"R",41,"Z",0,"R",41,"R",13,"R",35,"Z",0,"Z",0,"R",6,"R",23,"Z",0,"R",23,"R",19,"R",3,"Z",0,"R",3,"R",2,"R",15,"Z",0,"R",15,"R",14
119951,"R",162,"R",0,"R",162,"R",23,"R",93,"R",0,"R",0,"R",69,"R",117,"Z",0,"R",117,"R",55,"R",6,"Z",0,"R",6,"R",2,"R",39,"Z",0,"R",39,"R",36
120069,"R",286,"R",0,"R",286,"R",21,"R",116,"R",0,"R",122,"R",48,"R",267,"Z",0,"R",267,"R",110,"R",7,"Z",0,"R",7,"R",3,"R",12,"Z",0,"R",12,"R",3
120087,"R",147,"R",0,"R",147,"R",4,"R",13,"R",0,"R",78,"R",56,"R",125,"Z",0,"R",125,"R",12,"R",10,"Z",0,"R",10,"R",0,"R",12,"Z",0,"R",12,"R",1
121433,"R",61,"R",0,"R",61,"R",19,"R",48,"R",0,"R",0,"R",13,"R",48,"Z",0,"R",48,"R",39,"R",1,"Z",0,"R",1,"R",1,"R",12,"Z",0,"R",12,"R",8
121637,"R",29,"R",0,"R",29,"R",8,"R",18,"R",0,"R",0,"R",11,"R",9,"Z",0,"R",9,"R",8,"R",0,"Z",0,"R",0,"R",0,"R",20,"Z",0,"R",20,"R",10
121859,"R",84,"Z",0,"R",84,"R",24,"R",61,"Z",0,"Z",0,"R",23,"R",70,"Z",0,"R",70,"R",49,"R",9,"Z",0,"R",9,"R",7,"R",5,"Z",0,"R",5,"R",5
121868,"R",49,"R",0,"R",49,"R",32,"R",46,"R",0,"R",0,"R",3,"R",40,"Z",0,"R",40,"R",37,"R",4,"Z",0,"R",4,"R",4,"R",5,"Z",0,"R",5,"R",5
121992,"R",337,"R",0,"R",337,"R",75,"R",311,"R",0,"R",12,"R",14,"R",103,"Z",0,"R",103,"R",92,"R",0,"Z",0,"R",0,"R",0,"R",234,"Z",0,"R",234,"R",219
123350,"R",89,"R",0,"R",89,"R",80,"R",80,"R",1,"R",5,"R",3,"R",82,"Z",0,"R",82,"R",80,"R",0,"Z",0,"R",0,"R",0,"R",7,"Z",0,"R",7,"R",0
124681,"R",434,"R",0,"R",434,"R",184,"R",260,"R",0,"R",0,"R",174,"R",426,"Z",0,"R",426,"R",253,"R",3,"Z",0,"R",3,"R",2,"R",5,"Z",0,"R",5,"R",5
125310,"R",15,"Z",0,"R",15,"R",1,"R",10,"Z",0,"Z",0,"R",5,"R",14,"Z",0,"R",14,"R",9,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1
126915,"R",84,"Z",0,"R",84,"R",64,"R",64,"R",0,"Z",0,"R",20,"R",44,"Z",0,"R",44,"R",40,"R",8,"Z",0,"R",8,"R",7,"R",32,"Z",0,"R",32,"R",17
127158,"R",677,"Z",0,"R",677,"R",425,"R",602,"Z",0,"Z",0,"R",75,"R",278,"Z",0,"R",278,"R",246,"R",0,"Z",0,"R",0,"R",0,"R",399,"Z",0,"R",399,"R",356
127316,"R",37,"R",0,"R",37,"R",10,"R",23,"R",5,"R",0,"R",9,"R",24,"Z",0,"R",24,"R",14,"R",9,"Z",0,"R",9,"R",7,"R",4,"Z",0,"R",4,"R",2
128337,"R",37,"R",0,"R",37,"R",0,"R",15,"R",0,"R",1,"R",21,"R",33,"Z",0,"R",33,"R",13,"R",3,"Z",0,"R",3,"R",2,"R",1,"Z",0,"R",1,"R",0
128674,"R",387,"R",1,"R",386,"R",66,"R",226,"R",0,"R",0,"R",160,"R",291,"R",0,"R",291,"R",164,"R",24,"R",0,"R",24,"R",21,"R",72,"R",1,"R",71,"R",41
128896,"R",41,"R",0,"R",41,"R",28,"R",33,"R",0,"R",0,"R",8,"R",28,"Z",0,"R",28,"R",23,"R",6,"Z",0,"R",6,"R",3,"R",7,"Z",0,"R",7,"R",7
129002,"R",52,"R",0,"R",52,"R",32,"R",33,"R",0,"R",0,"R",19,"R",38,"Z",0,"R",38,"R",23,"R",11,"Z",0,"R",11,"R",8,"R",3,"Z",0,"R",3,"R",2
129349,"R",42,"R",0,"R",42,"R",2,"R",27,"R",0,"R",0,"R",15,"R",21,"Z",0,"R",21,"R",12,"R",11,"Z",0,"R",11,"R",9,"R",10,"Z",0,"R",10,"R",6
129923,"R",393,"R",0,"R",393,"R",134,"R",221,"Z",0,"R",1,"R",171,"R",302,"Z",0,"R",302,"R",162,"R",67,"Z",0,"R",67,"R",41,"R",24,"Z",0,"R",24,"R",18
129932,"R",692,"Z",0,"R",692,"R",368,"R",489,"Z",0,"Z",0,"R",203,"R",601,"Z",0,"R",601,"R",453,"R",63,"Z",0,"R",63,"R",25,"R",28,"Z",0,"R",28,"R",11
130174,"R",236,"R",0,"R",236,"R",151,"R",162,"R",0,"R",0,"R",74,"R",173,"Z",0,"R",173,"R",116,"R",46,"Z",0,"R",46,"R",35,"R",17,"Z",0,"R",17,"R",11
130873,"R",197,"R",0,"R",197,"R",111,"R",153,"R",0,"R",0,"R",44,"R",133,"Z",0,"R",133,"R",97,"R",4,"Z",0,"R",4,"R",4,"R",60,"Z",0,"R",60,"R",52
131061,"R",29,"R",0,"R",29,"R",3,"R",15,"R",0,"R",0,"R",14,"R",22,"Z",0,"R",22,"R",11,"R",2,"Z",0,"R",2,"R",2,"R",5,"Z",0,"R",5,"R",2
132675,"R",43,"R",0,"R",43,"R",13,"R",13,"R",0,"R",0,"R",30,"R",34,"Z",0,"R",34,"R",13,"R",0,"Z",0,"R",0,"R",0,"R",9,"Z",0,"R",9,"R",0
134024,"R",54,"R",0,"R",54,"R",47,"R",47,"R",0,"R",0,"R",7,"R",38,"Z",0,"R",38,"R",34,"R",7,"Z",0,"R",7,"R",5,"R",9,"Z",0,"R",9,"R",8
134228,"R",14,"R",2,"R",12,"R",9,"R",9,"R",0,"Z",0,"R",3,"R",9,"R",0,"R",9,"R",9,"R",0,"R",0,"R",0,"R",0,"R",5,"R",2,"R",3,"R",0
134529,"R",72,"R",0,"R",72,"R",20,"R",44,"R",0,"R",0,"R",28,"R",67,"Z",0,"R",67,"R",43,"R",1,"Z",0,"R",1,"R",1,"R",4,"Z",0,"R",4,"R",0
134574,"R",52,"Z",0,"R",52,"R",40,"R",44,"R",0,"R",0,"R",8,"R",26,"Z",0,"R",26,"R",25,"R",8,"Z",0,"R",8,"R",5,"R",18,"Z",0,"R",18,"R",14
134714,"R",84,"R",1,"R",83,"R",23,"R",45,"R",0,"R",1,"R",37,"R",62,"R",0,"R",62,"R",28,"R",8,"R",0,"R",8,"R",5,"R",14,"R",1,"R",13,"R",12
135142,"R",70,"R",2,"R",68,"R",2,"R",65,"R",0,"R",3,"R",0,"R",65,"R",2,"R",63,"R",60,"R",5,"R",0,"R",5,"R",5,"R",0,"R",0,"R",0,"R",0
135179,"R",483,"R",0,"R",483,"R",260,"R",359,"R",0,"R",0,"R",124,"R",191,"Z",0,"R",191,"R",114,"R",0,"Z",0,"R",0,"R",0,"R",292,"Z",0,"R",292,"R",245
135276,"R",657,"Z",0,"R",657,"R",298,"R",313,"Z",0,"Z",0,"R",344,"R",420,"Z",0,"R",420,"R",240,"R",0,"Z",0,"R",0,"R",0,"R",237,"Z",0,"R",237,"R",73
135337,"R",16,"R",0,"R",16,"R",6,"R",12,"R",0,"R",0,"R",4,"R",13,"Z",0,"R",13,"R",10,"R",1,"Z",0,"R",1,"R",1,"R",2,"Z",0,"R",2,"R",1
135522,"R",259,"R",0,"R",259,"R",35,"R",190,"R",0,"R",1,"R",68,"R",150,"Z",0,"R",150,"R",135,"R",0,"Z",0,"R",0,"R",0,"R",109,"Z",0,"R",109,"R",55
135559,"R",10,"R",0,"R",10,"R",0,"R",8,"R",0,"R",0,"R",2,"R",6,"Z",0,"R",6,"R",5,"R",2,"Z",0,"R",2,"R",2,"R",2,"Z",0,"R",2,"R",1
136109,"R",67,"R",0,"R",67,"R",0,"R",56,"R",0,"R",0,"R",11,"R",46,"Z",0,"R",46,"R",37,"R",10,"Z",0,"R",10,"R",10,"R",11,"Z",0,"R",11,"R",9
136765,"R",485,"R",0,"R",485,"R",420,"R",427,"R",0,"R",0,"R",58,"R",240,"Z",0,"R",240,"R",235,"R",0,"Z",0,"R",0,"R",0,"R",245,"Z",0,"R",245,"R",192
137023,"R",354,"Z",0,"R",354,"R",260,"R",275,"Z",0,"Z",0,"R",79,"R",232,"Z",0,"R",232,"R",198,"R",0,"Z",0,"R",0,"R",0,"R",122,"Z",0,"R",122,"R",77
137591,"R",287,"R",0,"R",287,"R",16,"R",210,"R",0,"R",3,"R",74,"R",222,"Z",0,"R",222,"R",181,"R",65,"Z",0,"R",65,"R",29,"R",0,"Z",0,"R",0,"R",0
137856,"R",58,"Z",0,"R",58,"R",47,"R",47,"R",0,"R",0,"R",11,"R",29,"Z",0,"R",29,"R",19,"R",0,"Z",0,"R",0,"R",0,"R",29,"Z",0,"R",29,"R",28
137865,"R",145,"R",0,"R",145,"R",73,"R",83,"R",0,"R",4,"R",58,"R",105,"Z",0,"R",105,"R",60,"R",0,"Z",0,"R",0,"R",0,"R",40,"Z",0,"R",40,"R",23
138488,"R",185,"R",0,"R",185,"R",87,"R",133,"R",0,"R",1,"R",51,"R",68,"Z",0,"R",68,"R",53,"R",0,"Z",0,"R",0,"R",0,"R",117,"Z",0,"R",117,"R",80
138822,"R",249,"R",0,"R",249,"R",125,"R",152,"R",6,"R",91,"R",0,"R",183,"Z",0,"R",183,"R",121,"R",66,"Z",0,"R",66,"R",31,"R",0,"Z",0,"R",0,"R",0
138938,"R",505,"R",0,"R",505,"R",376,"R",376,"R",0,"R",0,"R",129,"R",332,"Z",0,"R",332,"R",251,"R",39,"Z",0,"R",39,"R",30,"R",134,"Z",0,"R",134,"R",95
139506,"R",110,"R",0,"R",110,"R",25,"R",64,"R",0,"R",13,"R",33,"R",98,"Z",0,"R",98,"R",64,"R",2,"Z",0,"R",2,"R",0,"R",10,"Z",0,"R",10,"R",0
141608,"R",33,"R",0,"R",33,"R",3,"R",23,"R",0,"R",0,"R",10,"R",31,"Z",0,"R",31,"R",22,"R",0,"Z",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",1
142416,"R",15,"R",0,"R",15,"R",12,"R",12,"R",0,"R",3,"R",0,"R",14,"Z",0,"R",14,"R",12,"R",1,"Z",0,"R",1,"R",0,"R",0,"Z",0,"R",0,"R",0
143181,"R",22,"R",0,"R",22,"R",0,"R",14,"R",0,"R",0,"R",8,"R",15,"Z",0,"R",15,"R",8,"R",6,"Z",0,"R",6,"R",5,"R",1,"Z",0,"R",1,"R",1
143376,"R",50,"R",0,"R",50,"R",10,"R",36,"R",0,"R",0,"R",14,"R",30,"Z",0,"R",30,"R",23,"R",9,"Z",0,"R",9,"R",8,"R",11,"Z",0,"R",11,"R",5
143464,"R",7,"R",0,"R",7,"R",0,"R",4,"R",0,"R",0,"R",3,"R",6,"Z",0,"R",6,"R",4,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",0
143473,"R",7,"R",0,"R",7,"R",3,"R",6,"R",0,"R",1,"R",0,"R",6,"Z",0,"R",6,"R",5,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1
143482,"R",30,"R",0,"R",30,"R",1,"R",16,"R",0,"R",1,"R",13,"R",28,"Z",0,"R",28,"R",14,"R",0,"Z",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",2
143491,"R",32,"R",0,"R",32,"R",1,"R",28,"Z",0,"R",1,"R",3,"R",3,"Z",0,"R",3,"R",3,"R",0,"Z",0,"R",0,"R",0,"R",29,"Z",0,"R",29,"R",25
143543,"R",24,"R",0,"R",24,"R",0,"R",13,"R",0,"R",1,"R",10,"R",17,"Z",0,"R",17,"R",8,"R",6,"Z",0,"R",6,"R",4,"R",1,"Z",0,"R",1,"R",1
143552,"R",8,"R",0,"R",8,"R",1,"R",6,"R",0,"R",0,"R",2,"R",5,"Z",0,"R",5,"R",4,"R",2,"Z",0,"R",2,"R",1,"R",1,"Z",0,"R",1,"R",1
143695,"R",11,"Z",0,"R",11,"R",9,"R",9,"R",0,"R",0,"R",2,"R",8,"Z",0,"R",8,"R",6,"R",1,"Z",0,"R",1,"R",1,"R",2,"Z",0,"R",2,"R",2
144573,"R",13,"R",0,"R",13,"R",1,"R",6,"R",0,"R",0,"R",7,"R",11,"Z",0,"R",11,"R",4,"R",0,"Z",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",2
144795,"R",141,"R",0,"R",141,"R",4,"R",72,"R",0,"R",0,"R",69,"R",92,"Z",0,"R",92,"R",45,"R",23,"Z",0,"R",23,"R",15,"R",26,"Z",0,"R",26,"R",12
145099,"R",144,"R",0,"R",144,"R",84,"R",112,"R",0,"R",0,"R",32,"R",93,"Z",0,"R",93,"R",75,"R",15,"Z",0,"R",15,"R",10,"R",36,"Z",0,"R",36,"R",27
145309,"R",12,"R",0,"R",12,"R",7,"R",8,"R",0,"R",3,"R",1,"R",4,"Z",0,"R",4,"R",3,"R",5,"Z",0,"R",5,"R",4,"R",3,"Z",0,"R",3,"R",1
145406,"R",52,"Z",0,"R",52,"R",16,"R",39,"R",1,"R",1,"R",11,"R",22,"Z",0,"R",22,"R",16,"R",13,"Z",0,"R",13,"R",12,"R",17,"Z",0,"R",17,"R",11
145424,"R",2,"R",0,"R",2,"R",0,"R",1,"R",0,"R",0,"R",1,"R",1,"Z",0,"R",1,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1
145433,"R",11,"R",0,"R",11,"R",0,"R",7,"R",0,"R",0,"R",4,"R",8,"Z",0,"R",8,"R",6,"R",1,"Z",0,"R",1,"R",0,"R",2,"Z",0,"R",2,"R",1
146454,"R",37,"R",0,"R",37,"R",1,"R",19,"R",0,"R",0,"R",18,"R",32,"Z",0,"R",32,"R",14,"R",2,"Z",0,"R",2,"R",2,"R",3,"Z",0,"R",3,"R",3
