UNITID,XLINE_10,LINE_10,XLINE_45,LINE_45,XLINE_50,LINE_50,XLINE_55,LINE_55,XLINE_11,LINE_11,XLINE_30,LINE_30,XLINE_51,LINE_51,XLINE_52,LINE_52,XPGLIN10,PGLIN10,XPGLIN45,PGLIN45,XPGLIN50,PGLIN50,XPGLIN11,PGLIN11,XSSLIN10,SSLIN10,XSSLIN45,SSLIN45,XSSLIN50,SSLIN50,XSSLIN11,SSLIN11,XNRLIN10,NRLIN10,XNRLIN45,NRLIN45,XNRLIN50,NRLIN50,XNRLIN11,NRLIN11 
476063,"R",172,"R",1,"R",171,"R",106,"R",119,"R",0,"R",0,"R",52,"R",105,"R",1,"R",104,"R",76,"R",12,"R",0,"R",12,"R",10,"R",55,"R",0,"R",55,"R",33
476179,"R",64,"R",0,"R",64,"R",0,"R",19,"R",0,"R",0,"R",45,"R",55,"Z",0,"R",55,"R",15,"R",5,"Z",0,"R",5,"R",2,"R",4,"Z",0,"R",4,"R",2
476230,"R",67,"R",0,"R",67,"R",40,"R",47,"R",0,"R",0,"R",20,"R",40,"Z",0,"R",40,"R",26,"R",12,"Z",0,"R",12,"R",9,"R",15,"Z",0,"R",15,"R",12
476294,"R",22,"R",1,"R",21,"R",0,"R",13,"R",1,"R",0,"R",7,"R",15,"R",1,"R",14,"R",9,"R",1,"R",0,"R",1,"R",1,"R",6,"R",0,"R",6,"R",3
476489,"R",55,"Z",0,"R",55,"R",4,"R",11,"Z",0,"R",0,"R",44,"R",54,"Z",0,"R",54,"R",11,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",0
476498,"R",153,"R",1,"R",152,"R",14,"R",133,"R",0,"R",0,"R",19,"R",141,"R",1,"R",140,"R",124,"R",0,"R",0,"R",0,"R",0,"R",12,"R",0,"R",12,"R",9
476513,"R",22,"R",0,"R",22,"R",10,"R",17,"R",0,"R",0,"R",5,"R",13,"Z",0,"R",13,"R",9,"R",3,"Z",0,"R",3,"R",3,"R",6,"Z",0,"R",6,"R",5
476540,"R",20,"R",0,"R",20,"R",1,"R",17,"R",0,"R",0,"R",3,"R",18,"Z",0,"R",18,"R",16,"R",2,"Z",0,"R",2,"R",1,"R",0,"Z",0,"R",0,"R",0
476559,"R",9,"R",0,"R",9,"R",3,"R",8,"R",0,"R",0,"R",1,"R",9,"Z",0,"R",9,"R",8,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
476568,"R",20,"Z",0,"R",20,"R",10,"R",13,"R",0,"R",0,"R",7,"R",17,"Z",0,"R",17,"R",13,"R",0,"Z",0,"R",0,"R",0,"R",3,"Z",0,"R",3,"R",0
476586,"R",66,"R",0,"R",66,"R",5,"R",56,"R",0,"R",0,"R",10,"R",35,"Z",0,"R",35,"R",31,"R",7,"Z",0,"R",7,"R",5,"R",24,"Z",0,"R",24,"R",20
476610,"R",61,"R",0,"R",61,"R",2,"R",49,"R",0,"R",0,"R",12,"R",37,"Z",0,"R",37,"R",29,"R",13,"Z",0,"R",13,"R",12,"R",11,"Z",0,"R",11,"R",8
476674,"R",36,"R",0,"R",36,"R",4,"R",28,"R",0,"R",1,"R",7,"R",14,"Z",0,"R",14,"R",14,"R",0,"Z",0,"R",0,"R",0,"R",22,"Z",0,"R",22,"R",14
476708,"R",9,"R",0,"R",9,"R",3,"R",8,"R",0,"R",0,"R",1,"R",4,"Z",0,"R",4,"R",4,"R",4,"Z",0,"R",4,"R",4,"R",1,"Z",0,"R",1,"R",0
476735,"R",61,"R",0,"R",61,"R",40,"R",40,"R",0,"R",0,"R",21,"R",42,"Z",0,"R",42,"R",40,"R",19,"Z",0,"R",19,"R",0,"R",0,"Z",0,"R",0,"R",0
476753,"R",43,"R",0,"R",43,"R",0,"R",35,"R",0,"R",3,"R",5,"R",26,"Z",0,"R",26,"R",22,"R",4,"Z",0,"R",4,"R",4,"R",13,"Z",0,"R",13,"R",9
476771,"R",28,"R",0,"R",28,"R",14,"R",21,"R",0,"R",0,"R",7,"R",21,"Z",0,"R",21,"R",14,"R",0,"Z",0,"R",0,"R",0,"R",7,"Z",0,"R",7,"R",7
476780,"R",192,"R",0,"R",192,"R",0,"R",180,"R",0,"R",0,"R",12,"R",14,"Z",0,"R",14,"R",11,"R",0,"Z",0,"R",0,"R",0,"R",178,"Z",0,"R",178,"R",169
476799,"R",109,"R",0,"R",109,"R",55,"R",96,"R",0,"R",0,"R",13,"R",99,"Z",0,"R",99,"R",88,"R",5,"Z",0,"R",5,"R",4,"R",5,"Z",0,"R",5,"R",4
476805,"R",8,"R",0,"R",8,"R",0,"R",5,"R",0,"R",0,"R",3,"R",7,"Z",0,"R",7,"R",4,"R",1,"Z",0,"R",1,"R",1,"R",0,"Z",0,"R",0,"R",0
476841,"R",64,"R",0,"R",64,"R",10,"R",34,"R",0,"R",0,"R",30,"R",45,"Z",0,"R",45,"R",24,"R",11,"Z",0,"R",11,"R",7,"R",8,"Z",0,"R",8,"R",3
476869,"R",54,"R",0,"R",54,"R",30,"R",34,"R",0,"R",0,"R",20,"R",36,"Z",0,"R",36,"R",21,"R",3,"Z",0,"R",3,"R",2,"R",15,"Z",0,"R",15,"R",11
476878,"R",81,"R",0,"R",81,"R",79,"R",79,"R",0,"R",0,"R",2,"R",37,"Z",0,"R",37,"R",37,"R",21,"Z",0,"R",21,"R",21,"R",23,"Z",0,"R",23,"R",21
476887,"R",243,"R",0,"R",243,"R",173,"R",173,"R",0,"R",0,"R",70,"R",201,"Z",0,"R",201,"R",165,"R",30,"Z",0,"R",30,"R",5,"R",12,"Z",0,"R",12,"R",3
476896,"R",56,"R",0,"R",56,"R",0,"R",19,"R",0,"R",0,"R",37,"R",39,"Z",0,"R",39,"R",10,"R",7,"Z",0,"R",7,"R",3,"R",10,"Z",0,"R",10,"R",6
476902,"R",12,"R",0,"R",12,"R",2,"R",8,"R",0,"R",0,"R",4,"R",1,"Z",0,"R",1,"R",0,"R",7,"Z",0,"R",7,"R",4,"R",4,"Z",0,"R",4,"R",4
476957,"R",11,"R",0,"R",11,"R",10,"R",10,"R",0,"R",0,"R",1,"R",8,"Z",0,"R",8,"R",7,"R",0,"Z",0,"R",0,"R",0,"R",3,"Z",0,"R",3,"R",3
476966,"R",189,"R",0,"R",189,"R",99,"R",103,"R",0,"R",4,"R",82,"R",137,"Z",0,"R",137,"R",70,"R",33,"Z",0,"R",33,"R",17,"R",19,"Z",0,"R",19,"R",16
476984,"R",49,"R",0,"R",49,"R",1,"R",28,"R",0,"R",0,"R",21,"R",26,"Z",0,"R",26,"R",12,"R",14,"Z",0,"R",14,"R",11,"R",9,"Z",0,"R",9,"R",5
476993,"R",95,"R",0,"R",95,"R",14,"R",82,"R",0,"R",0,"R",13,"R",42,"Z",0,"R",42,"R",37,"R",21,"Z",0,"R",21,"R",18,"R",32,"Z",0,"R",32,"R",27
477002,"R",16,"R",0,"R",16,"R",9,"R",9,"R",0,"R",0,"R",7,"R",5,"Z",0,"R",5,"R",4,"R",1,"Z",0,"R",1,"R",1,"R",10,"Z",0,"R",10,"R",4
478582,"R",40,"R",0,"R",40,"R",0,"R",19,"R",0,"R",1,"R",20,"R",33,"Z",0,"R",33,"R",17,"R",2,"Z",0,"R",2,"R",1,"R",5,"Z",0,"R",5,"R",1
478591,"R",125,"R",0,"R",125,"R",1,"R",86,"R",0,"R",0,"R",39,"R",79,"Z",0,"R",79,"R",49,"R",19,"Z",0,"R",19,"R",16,"R",27,"Z",0,"R",27,"R",21
478616,"R",33,"R",0,"R",33,"R",0,"R",11,"R",0,"R",1,"R",21,"R",32,"Z",0,"R",32,"R",10,"R",1,"Z",0,"R",1,"R",1,"R",0,"Z",0,"R",0,"R",0
478661,"R",87,"R",0,"R",87,"R",1,"R",51,"R",0,"R",0,"R",36,"R",69,"Z",0,"R",69,"R",40,"R",1,"Z",0,"R",1,"R",0,"R",17,"Z",0,"R",17,"R",11
478917,"R",26,"R",0,"R",26,"R",0,"R",22,"R",0,"R",0,"R",4,"R",17,"Z",0,"R",17,"R",15,"R",5,"Z",0,"R",5,"R",4,"R",4,"Z",0,"R",4,"R",3
478953,"R",51,"R",0,"R",51,"R",7,"R",32,"R",0,"R",1,"R",18,"R",33,"Z",0,"R",33,"R",19,"R",7,"Z",0,"R",7,"R",5,"R",11,"Z",0,"R",11,"R",8
479062,"R",12,"R",0,"R",12,"R",11,"R",11,"R",1,"R",0,"R",0,"R",7,"Z",0,"R",7,"R",7,"R",3,"Z",0,"R",3,"R",3,"R",2,"Z",0,"R",2,"R",1
479424,"R",80,"R",0,"R",80,"R",55,"R",67,"R",0,"R",0,"R",13,"R",75,"Z",0,"R",75,"R",67,"R",5,"Z",0,"R",5,"R",0,"R",0,"Z",0,"R",0,"R",0
479974,"R",34,"Z",0,"R",34,"R",7,"R",19,"Z",0,"Z",0,"R",15,"R",26,"Z",0,"R",26,"R",14,"R",3,"Z",0,"R",3,"R",3,"R",5,"Z",0,"R",5,"R",2
479983,"R",19,"R",0,"R",19,"R",2,"R",11,"R",0,"R",0,"R",8,"R",16,"Z",0,"R",16,"R",9,"R",1,"Z",0,"R",1,"R",1,"R",2,"Z",0,"R",2,"R",1
479992,"R",1,"Z",0,"R",1,"R",1,"R",1,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1
480000,"R",38,"R",0,"R",38,"R",26,"R",26,"R",0,"R",5,"R",7,"R",30,"Z",0,"R",30,"R",18,"R",0,"Z",0,"R",0,"R",0,"R",8,"Z",0,"R",8,"R",8
480019,"R",390,"R",0,"R",390,"R",234,"R",313,"R",0,"R",0,"R",77,"R",177,"Z",0,"R",177,"R",135,"R",16,"Z",0,"R",16,"R",7,"R",197,"Z",0,"R",197,"R",171
480028,"R",50,"R",0,"R",50,"R",28,"R",29,"R",0,"R",0,"R",21,"R",27,"Z",0,"R",27,"R",16,"R",4,"Z",0,"R",4,"R",3,"R",19,"Z",0,"R",19,"R",10
480037,"R",407,"R",0,"R",407,"R",186,"R",234,"R",0,"R",0,"R",173,"R",301,"Z",0,"R",301,"R",169,"R",66,"Z",0,"R",66,"R",37,"R",40,"Z",0,"R",40,"R",28
480125,"R",228,"R",0,"R",228,"R",0,"R",146,"R",0,"R",0,"R",82,"R",175,"Z",0,"R",175,"R",109,"R",27,"Z",0,"R",27,"R",19,"R",26,"Z",0,"R",26,"R",18
480161,"R",8,"R",0,"R",8,"R",8,"R",8,"Z",0,"Z",0,"R",0,"R",4,"Z",0,"R",4,"R",4,"R",4,"Z",0,"R",4,"R",4,"R",0,"Z",0,"R",0,"R",0
480170,"R",28,"R",0,"R",28,"R",5,"R",15,"R",0,"R",4,"R",9,"R",18,"Z",0,"R",18,"R",8,"R",2,"Z",0,"R",2,"R",2,"R",8,"Z",0,"R",8,"R",5
480310,"R",50,"R",0,"R",50,"R",0,"R",18,"R",0,"R",0,"R",32,"R",45,"Z",0,"R",45,"R",16,"R",2,"Z",0,"R",2,"R",1,"R",3,"Z",0,"R",3,"R",1
480347,"R",30,"Z",0,"R",30,"R",6,"R",24,"Z",0,"Z",0,"R",6,"R",17,"Z",0,"R",17,"R",14,"R",6,"Z",0,"R",6,"R",5,"R",7,"Z",0,"R",7,"R",5
480471,"R",321,"R",0,"R",321,"R",119,"R",180,"R",0,"R",0,"R",141,"R",303,"Z",0,"R",303,"R",166,"R",13,"Z",0,"R",13,"R",11,"R",5,"Z",0,"R",5,"R",3
480523,"R",43,"R",0,"R",43,"R",26,"R",34,"R",0,"R",0,"R",9,"R",30,"Z",0,"R",30,"R",23,"R",3,"Z",0,"R",3,"R",2,"R",10,"Z",0,"R",10,"R",9
480532,"R",89,"R",0,"R",89,"R",53,"R",67,"R",0,"R",0,"R",22,"R",58,"Z",0,"R",58,"R",42,"R",3,"Z",0,"R",3,"R",3,"R",28,"Z",0,"R",28,"R",22
480550,"R",69,"R",0,"R",69,"R",37,"R",48,"R",0,"R",0,"R",21,"R",45,"Z",0,"R",45,"R",31,"R",4,"Z",0,"R",4,"R",1,"R",20,"Z",0,"R",20,"R",16
480693,"R",132,"R",0,"R",132,"R",64,"R",98,"R",24,"R",2,"R",8,"R",86,"Z",0,"R",86,"R",77,"R",0,"Z",0,"R",0,"R",0,"R",46,"Z",0,"R",46,"R",21
480736,"R",13,"R",0,"R",13,"R",12,"R",12,"R",0,"R",1,"R",0,"R",13,"Z",0,"R",13,"R",12,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
480842,"R",8,"R",0,"R",8,"R",2,"R",8,"R",0,"R",0,"R",0,"R",8,"Z",0,"R",8,"R",8,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
480879,"R",30,"R",0,"R",30,"R",4,"R",20,"R",0,"R",0,"R",10,"R",27,"Z",0,"R",27,"R",20,"R",0,"Z",0,"R",0,"R",0,"R",3,"Z",0,"R",3,"R",0
480888,"R",167,"R",0,"R",167,"R",145,"R",148,"R",0,"R",0,"R",19,"R",161,"Z",0,"R",161,"R",148,"R",0,"Z",0,"R",0,"R",0,"R",6,"Z",0,"R",6,"R",0
480903,"R",594,"Z",0,"R",594,"R",427,"R",451,"Z",0,"R",0,"R",143,"R",534,"Z",0,"R",534,"R",415,"R",60,"Z",0,"R",60,"R",36,"R",0,"Z",0,"R",0,"R",0
480921,"R",5,"R",0,"R",5,"R",1,"R",3,"R",1,"R",0,"R",1,"R",3,"Z",0,"R",3,"R",1,"R",1,"Z",0,"R",1,"R",1,"R",1,"Z",0,"R",1,"R",1
480930,"R",29,"R",0,"R",29,"R",0,"R",18,"R",0,"R",0,"R",11,"R",17,"Z",0,"R",17,"R",9,"R",6,"Z",0,"R",6,"R",5,"R",6,"Z",0,"R",6,"R",4
480976,"R",37,"R",0,"R",37,"R",10,"R",20,"R",0,"R",0,"R",17,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",37,"Z",0,"R",37,"R",20
480994,"R",12,"R",0,"R",12,"R",1,"R",4,"R",0,"R",0,"R",8,"R",10,"Z",0,"R",10,"R",3,"R",1,"Z",0,"R",1,"R",1,"R",1,"Z",0,"R",1,"R",0
481003,"R",209,"R",0,"R",209,"R",78,"R",161,"R",0,"R",0,"R",48,"R",117,"Z",0,"R",117,"R",81,"R",4,"Z",0,"R",4,"R",4,"R",88,"Z",0,"R",88,"R",76
481021,"R",46,"R",0,"R",46,"R",38,"R",38,"R",0,"R",0,"R",8,"R",12,"Z",0,"R",12,"R",9,"R",11,"Z",0,"R",11,"R",10,"R",23,"Z",0,"R",23,"R",19
481049,"R",1,"R",0,"R",1,"R",1,"R",1,"R",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
481100,"R",65,"R",0,"R",65,"R",56,"R",56,"R",0,"R",0,"R",9,"R",8,"Z",0,"R",8,"R",8,"R",0,"Z",0,"R",0,"R",0,"R",57,"Z",0,"R",57,"R",48
481128,"R",56,"R",0,"R",56,"R",37,"R",52,"R",0,"R",4,"R",0,"R",56,"Z",0,"R",56,"R",52,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
481146,"R",214,"R",0,"R",214,"R",24,"R",164,"R",0,"R",0,"R",50,"R",117,"Z",0,"R",117,"R",72,"R",0,"Z",0,"R",0,"R",0,"R",97,"Z",0,"R",97,"R",92
481182,"R",36,"R",0,"R",36,"R",34,"R",34,"R",0,"R",0,"R",2,"R",17,"Z",0,"R",17,"R",17,"R",0,"Z",0,"R",0,"R",0,"R",19,"Z",0,"R",19,"R",17
481191,"R",322,"R",0,"R",322,"R",260,"R",260,"R",0,"R",0,"R",62,"R",45,"Z",0,"R",45,"R",45,"R",0,"Z",0,"R",0,"R",0,"R",277,"Z",0,"R",277,"R",215
481207,"R",29,"R",0,"R",29,"R",28,"R",28,"R",0,"R",0,"R",1,"R",15,"Z",0,"R",15,"R",15,"R",3,"Z",0,"R",3,"R",3,"R",11,"Z",0,"R",11,"R",10
481243,"R",18,"R",0,"R",18,"R",1,"R",16,"R",0,"R",0,"R",2,"R",9,"Z",0,"R",9,"R",7,"R",2,"Z",0,"R",2,"R",2,"R",7,"Z",0,"R",7,"R",7
481289,"R",69,"R",0,"R",69,"R",60,"R",64,"R",0,"R",0,"R",5,"R",51,"Z",0,"R",51,"R",47,"R",15,"Z",0,"R",15,"R",14,"R",3,"Z",0,"R",3,"R",3
481298,"R",24,"R",0,"R",24,"R",1,"R",17,"R",0,"R",0,"R",7,"R",21,"Z",0,"R",21,"R",14,"R",0,"Z",0,"R",0,"R",0,"R",3,"Z",0,"R",3,"R",3
481313,"R",26,"R",0,"R",26,"R",7,"R",21,"R",0,"R",0,"R",5,"R",20,"Z",0,"R",20,"R",17,"R",2,"Z",0,"R",2,"R",2,"R",4,"Z",0,"R",4,"R",2
481322,"R",11,"R",0,"R",11,"R",3,"R",3,"R",0,"R",0,"R",8,"R",9,"Z",0,"R",9,"R",3,"R",0,"Z",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",0
481331,"R",41,"R",0,"R",41,"R",8,"R",30,"R",0,"R",11,"R",0,"R",39,"Z",0,"R",39,"R",30,"R",0,"Z",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",0
481340,"R",2,"R",0,"R",2,"R",1,"R",2,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",2
481368,"R",9,"R",0,"R",9,"R",8,"R",9,"R",0,"R",0,"R",0,"R",4,"Z",0,"R",4,"R",4,"R",1,"Z",0,"R",1,"R",1,"R",4,"Z",0,"R",4,"R",4
481386,"R",133,"R",0,"R",133,"R",95,"R",95,"R",0,"R",0,"R",38,"R",86,"Z",0,"R",86,"R",64,"R",31,"Z",0,"R",31,"R",31,"R",16,"Z",0,"R",16,"R",0
481429,"R",97,"R",0,"R",97,"R",33,"R",63,"R",0,"R",0,"R",34,"R",70,"Z",0,"R",70,"R",48,"R",18,"Z",0,"R",18,"R",12,"R",9,"Z",0,"R",9,"R",3
481447,"R",50,"R",0,"R",50,"R",11,"R",41,"R",0,"R",0,"R",9,"R",27,"Z",0,"R",27,"R",27,"R",7,"Z",0,"R",7,"R",7,"R",16,"Z",0,"R",16,"R",7
481456,"R",19,"R",0,"R",19,"R",12,"R",15,"R",0,"R",0,"R",4,"R",8,"Z",0,"R",8,"R",8,"R",0,"Z",0,"R",0,"R",0,"R",11,"Z",0,"R",11,"R",7
481474,"R",19,"R",0,"R",19,"R",1,"R",18,"R",0,"R",0,"R",1,"R",12,"Z",0,"R",12,"R",11,"R",4,"Z",0,"R",4,"R",4,"R",3,"Z",0,"R",3,"R",3
481483,"R",150,"R",0,"R",150,"R",69,"R",112,"R",0,"R",38,"R",0,"R",27,"Z",0,"R",27,"R",14,"R",7,"Z",0,"R",7,"R",5,"R",116,"Z",0,"R",116,"R",93
481508,"R",74,"R",0,"R",74,"R",10,"R",52,"R",0,"R",0,"R",22,"R",41,"Z",0,"R",41,"R",31,"R",22,"Z",0,"R",22,"R",16,"R",11,"Z",0,"R",11,"R",5
481517,"R",55,"R",0,"R",55,"R",5,"R",40,"R",0,"R",0,"R",15,"R",45,"Z",0,"R",45,"R",32,"R",4,"Z",0,"R",4,"R",3,"R",6,"Z",0,"R",6,"R",5
481526,"R",14,"R",0,"R",14,"R",0,"R",14,"R",0,"R",0,"R",0,"R",10,"Z",0,"R",10,"R",10,"R",3,"Z",0,"R",3,"R",3,"R",1,"Z",0,"R",1,"R",1
481571,"R",10,"R",0,"R",10,"R",10,"R",10,"R",0,"R",0,"R",0,"R",9,"Z",0,"R",9,"R",9,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1
481678,"R",29,"R",0,"R",29,"R",0,"R",14,"R",0,"R",1,"R",14,"R",24,"Z",0,"R",24,"R",10,"R",5,"Z",0,"R",5,"R",4,"R",0,"Z",0,"R",0,"R",0
481739,"R",23,"R",0,"R",23,"R",0,"R",16,"R",0,"R",0,"R",7,"R",19,"Z",0,"R",19,"R",12,"R",2,"Z",0,"R",2,"R",2,"R",2,"Z",0,"R",2,"R",2
481748,"R",49,"R",0,"R",49,"R",0,"R",19,"R",0,"R",0,"R",30,"R",47,"Z",0,"R",47,"R",18,"R",2,"Z",0,"R",2,"R",1,"R",0,"Z",0,"R",0,"R",0
481845,"R",33,"R",0,"R",33,"R",0,"R",18,"R",0,"R",0,"R",15,"R",32,"Z",0,"R",32,"R",17,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1
481890,"R",42,"R",0,"R",42,"R",27,"R",33,"R",0,"R",0,"R",9,"R",22,"Z",0,"R",22,"R",18,"R",3,"Z",0,"R",3,"R",2,"R",17,"Z",0,"R",17,"R",13
481906,"R",129,"R",0,"R",129,"R",46,"R",90,"R",0,"R",0,"R",39,"R",84,"Z",0,"R",84,"R",55,"R",7,"Z",0,"R",7,"R",6,"R",38,"Z",0,"R",38,"R",29
482015,"R",652,"Z",0,"R",652,"R",177,"R",354,"Z",0,"R",0,"R",298,"R",439,"Z",0,"R",439,"R",239,"R",55,"Z",0,"R",55,"R",37,"R",158,"Z",0,"R",158,"R",78
482060,"R",275,"R",0,"R",275,"R",59,"R",145,"R",0,"R",0,"R",130,"R",211,"Z",0,"R",211,"R",131,"R",3,"Z",0,"R",3,"R",2,"R",61,"Z",0,"R",61,"R",12
482097,"R",178,"Z",0,"R",178,"R",134,"R",139,"R",0,"R",0,"R",39,"R",137,"Z",0,"R",137,"R",106,"R",30,"Z",0,"R",30,"R",24,"R",11,"Z",0,"R",11,"R",9
482167,"R",16,"R",0,"R",16,"R",3,"R",3,"R",0,"R",0,"R",13,"R",13,"Z",0,"R",13,"R",3,"R",0,"Z",0,"R",0,"R",0,"R",3,"Z",0,"R",3,"R",0
482176,"R",52,"R",0,"R",52,"R",3,"R",25,"R",1,"R",0,"R",26,"R",25,"Z",0,"R",25,"R",10,"R",14,"Z",0,"R",14,"R",5,"R",13,"Z",0,"R",13,"R",10
482194,"R",38,"R",0,"R",38,"R",36,"R",36,"R",0,"R",0,"R",2,"R",15,"Z",0,"R",15,"R",14,"R",23,"Z",0,"R",23,"R",22,"R",0,"Z",0,"R",0,"R",0
482200,"R",42,"R",0,"R",42,"R",2,"R",16,"R",0,"R",0,"R",26,"R",42,"Z",0,"R",42,"R",16,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
482246,"R",38,"R",0,"R",38,"R",24,"R",24,"R",0,"R",9,"R",5,"R",0,"Z",0,"R",0,"R",0,"R",22,"Z",0,"R",22,"R",17,"R",16,"Z",0,"R",16,"R",7
482291,"R",629,"R",0,"R",629,"R",355,"R",431,"R",0,"R",1,"R",197,"R",596,"Z",0,"R",596,"R",403,"R",21,"Z",0,"R",21,"R",19,"R",12,"Z",0,"R",12,"R",9
482972,"R",112,"R",0,"R",112,"R",85,"R",85,"R",0,"R",7,"R",20,"R",35,"Z",0,"R",35,"R",30,"R",35,"Z",0,"R",35,"R",32,"R",42,"Z",0,"R",42,"R",23
482981,"R",91,"R",2,"R",89,"R",5,"R",56,"R",0,"R",0,"R",33,"R",83,"R",2,"R",81,"R",51,"R",2,"R",0,"R",2,"R",1,"R",6,"R",0,"R",6,"R",4
483009,"R",131,"R",0,"R",131,"R",58,"R",98,"R",0,"R",0,"R",33,"R",121,"Z",0,"R",121,"R",92,"R",0,"Z",0,"R",0,"R",0,"R",10,"Z",0,"R",10,"R",6
483054,"R",27,"R",0,"R",27,"R",1,"R",11,"R",0,"R",0,"R",16,"R",23,"Z",0,"R",23,"R",9,"R",2,"Z",0,"R",2,"R",2,"R",2,"Z",0,"R",2,"R",0
483106,"R",59,"R",0,"R",59,"R",40,"R",55,"R",0,"R",0,"R",4,"R",37,"Z",0,"R",37,"R",33,"R",12,"Z",0,"R",12,"R",12,"R",10,"Z",0,"R",10,"R",10
483230,"R",64,"R",0,"R",64,"R",63,"R",63,"R",0,"R",0,"R",1,"R",33,"Z",0,"R",33,"R",32,"R",19,"Z",0,"R",19,"R",19,"R",12,"Z",0,"R",12,"R",12
483258,"R",13,"R",0,"R",13,"R",0,"R",9,"R",1,"R",0,"R",3,"R",13,"Z",0,"R",13,"R",9,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
483276,"R",31,"R",0,"R",31,"R",5,"R",25,"R",0,"R",0,"R",6,"R",26,"Z",0,"R",26,"R",25,"R",0,"Z",0,"R",0,"R",0,"R",5,"Z",0,"R",5,"R",0
483328,"R",49,"R",0,"R",49,"R",2,"R",41,"R",0,"R",0,"R",8,"R",24,"Z",0,"R",24,"R",18,"R",18,"Z",0,"R",18,"R",16,"R",7,"Z",0,"R",7,"R",7
483337,"R",49,"R",0,"R",49,"R",2,"R",34,"R",0,"R",0,"R",15,"R",32,"Z",0,"R",32,"R",21,"R",11,"Z",0,"R",11,"R",10,"R",6,"Z",0,"R",6,"R",3
483346,"R",8,"R",0,"R",8,"R",3,"R",7,"R",0,"R",0,"R",1,"R",2,"Z",0,"R",2,"R",2,"R",2,"Z",0,"R",2,"R",2,"R",4,"Z",0,"R",4,"R",3
483355,"R",39,"R",0,"R",39,"R",25,"R",25,"R",0,"R",0,"R",14,"R",36,"Z",0,"R",36,"R",23,"R",3,"Z",0,"R",3,"R",2,"R",0,"Z",0,"R",0,"R",0
483364,"R",32,"R",0,"R",32,"R",22,"R",22,"R",0,"R",0,"R",10,"R",30,"Z",0,"R",30,"R",22,"R",0,"Z",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",0
483373,"R",21,"Z",0,"R",21,"R",8,"R",13,"Z",0,"Z",0,"R",8,"R",19,"Z",0,"R",19,"R",11,"R",0,"Z",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",2
483382,"R",127,"Z",0,"R",127,"R",87,"R",118,"Z",0,"R",3,"R",6,"R",66,"Z",0,"R",66,"R",61,"R",17,"Z",0,"R",17,"R",17,"R",44,"Z",0,"R",44,"R",40
483425,"R",13,"R",0,"R",13,"R",4,"R",9,"R",0,"R",0,"R",4,"R",7,"Z",0,"R",7,"R",4,"R",5,"Z",0,"R",5,"R",4,"R",1,"Z",0,"R",1,"R",1
483443,"R",236,"R",0,"R",236,"R",207,"R",207,"R",0,"R",0,"R",29,"R",103,"Z",0,"R",103,"R",103,"R",28,"Z",0,"R",28,"R",28,"R",105,"Z",0,"R",105,"R",76
483470,"R",128,"R",0,"R",128,"R",123,"R",123,"Z",0,"Z",0,"R",5,"R",114,"Z",0,"R",114,"R",114,"R",0,"Z",0,"R",0,"R",0,"R",14,"Z",0,"R",14,"R",9
483504,"R",152,"R",0,"R",152,"R",61,"R",77,"R",0,"R",0,"R",75,"R",140,"Z",0,"R",140,"R",77,"R",2,"Z",0,"R",2,"R",0,"R",10,"Z",0,"R",10,"R",0
483513,"R",54,"R",0,"R",54,"R",4,"R",27,"R",0,"R",0,"R",27,"R",48,"Z",0,"R",48,"R",23,"R",5,"Z",0,"R",5,"R",4,"R",1,"Z",0,"R",1,"R",0
483559,"R",60,"R",0,"R",60,"R",12,"R",25,"R",0,"R",0,"R",35,"R",42,"Z",0,"R",42,"R",19,"R",2,"Z",0,"R",2,"R",0,"R",16,"Z",0,"R",16,"R",6
483577,"R",11,"R",0,"R",11,"R",1,"R",9,"R",0,"R",0,"R",2,"R",8,"Z",0,"R",8,"R",8,"R",0,"Z",0,"R",0,"R",0,"R",3,"Z",0,"R",3,"R",1
